nrm1_l4_code,nrm1_l3_code,nrm1_l2_code,nrm1_description,nrm1_unit,nrm2_primary_ws,nrm2_primary_ws_name,nrm2_primary_items,nrm2_secondary_ws,confidence,matched_keywords,notes
8.7.4.4,8.7.4,8.7,Testing of installations.,%,32,"Furniture, fittings",5,,Medium,equipment,
8.7.4.5,8.7.4,8.7,Commissioning of installations.,%,32,"Furniture, fittings",5,,Medium,equipment,
8.7.5.1,8.7.5,8.7,Connections to statutory undertaker's gas main: details to be stated.,nr,38,Mechanical services,14,,High,gas,
8.7.5.2,8.7.5,8.7,Service runs: details to be stated.,m,38,Mechanical services,14,,High,gas,
8.7.5.3,8.7.5,8.7,Governing stations: details to be stated.,nr,38,Mechanical services,14,,High,gas,
8.7.5.4,8.7.5,8.7,Testing of installations.,%,38,Mechanical services,14,,High,gas,
8.7.5.5,8.7.5,8.7,Commissioning of installations.,%,38,Mechanical services,14,,High,gas,
8.7.6.1,8.7.6,8.7,Telecommunication connections: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.6.2,8.7.6,8.7,Cable television connections: details to be stated.,nr,39,Electrical services,8,,High,cable,
8.7.6.3,8.7.6,8.7,Other communication connections: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.6.4,8.7.6,8.7,Service runs: details to be stated.,m,35,Site works,,WS38:; WS39:,Low,,
8.7.6.5,8.7.6,8.7,Testing of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.6.6,8.7.6,8.7,Commissioning of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.7.1,8.7.7,8.7,Fuel storage and piped distribution systems: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.7.2,8.7.7,8.7,Service runs: details to be stated.,m,35,Site works,,WS38:; WS39:,Low,,
8.7.7.3,8.7.7,8.7,Testing of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.7.4,8.7.7,8.7,Commissioning of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.8.1,8.7.8,8.7,Surveillance equipment: details of each type of system to be stated.,item/nr,32,"Furniture, fittings",5,,Medium,equipment,
8.7.8.2,8.7.8,8.7,Security detection equipment: details of each type of system to be stated.,item/nr,32,"Furniture, fittings",5,WS39:15,High,"equipment, security",
8.7.8.3,8.7.8,8.7,Security alarm equipment: details of each type of system to be stated.,item/nr,32,"Furniture, fittings",5,WS39:15,High,"equipment, security",
8.7.8.4,8.7.8,8.7,Gate access control systems: details of each type of system to be stated.,nr,36,Fencing,3,,Medium,gate,
8.7.8.5,8.7.8,8.7,Gate entry systems: details of each type of system to be stated.,nr,36,Fencing,3,,Medium,gate,
8.7.8.6,8.7.8,8.7,Security lights and lighting systems: details of each type of system to be stated.,item/nr,39,Electrical services,"6, 7, 15",,High,"lighting, security",
8.7.8.7,8.7.8,8.7,Other security systems: details of each type of system to be stated.,item/nr,39,Electrical services,15,,High,security,
8.7.8.8,8.7.8,8.7,Service runs: details to be stated.,m,39,Electrical services,15,,High,security,
8.7.8.9,8.7.8,8.7,Testing of installations.,%,39,Electrical services,15,,High,security,
8.7.8.10,8.7.8,8.7,Commissioning of installations.,%,39,Electrical services,15,,High,security,
8.7.9.1,8.7.9,8.7,External lighting to pedestrian areas: details to be stated.,nr,39,Electrical services,"6, 7",,High,lighting,
8.7.9.2,8.7.9,8.7,External lighting to paths: details to be stated.,nr,39,Electrical services,"6, 7",WS35:1,High,"lighting, path",
8.7.9.3,8.7.9,8.7,External lighting to roads: details to be stated.,nr,39,Electrical services,"6, 7",WS35:1,High,"lighting, road",
8.7.9.4,8.7.9,8.7,Illuminated traffic signs: details to be stated.,nr,39,Electrical services,"6, 7",WS37:4,High,"lighting, tree",
8.7.9.5,8.7.9,8.7,Testing of installations.,%,39,Electrical services,"6, 7",WS37:4,High,"lighting, tree",
8.7.9.6,8.7.9,8.7,Commissioning of installations.,%,39,Electrical services,"6, 7",WS37:4,High,"lighting, tree",
8.7.10.1,8.7.10,8.7,Heat source associated plant and equipment: details to be stated.,item/nr,32,"Furniture, fittings",5,,Medium,equipment,
8.7.10.2,8.7.10,8.7,Service runs: details to be stated.,m,38,Mechanical services,"3, 4",,High,heating,
8.7.10.3,8.7.10,8.7,External heating ducts and duct access covers: details to be stated.,m,38,Mechanical services,"3, 4",WS26:5,High,"access cover, heating",
8.7.10.4,8.7.10,8.7,Testing of installations.,%,38,Mechanical services,"3, 4",,High,heating,
8.7.10.5,8.7.10,8.7,Commissioning of installations.,%,38,Mechanical services,"3, 4",,High,heating,
8.7.11.1,8.7.11,8.7,Ducts and the like: details to be stated.,nr/m,35,Site works,,WS38:; WS39:,Low,,
8.7.11.2,8.7.11,8.7,"Supports to external storage tanks, vessels and the like: details to be stated.",item/nr,35,Site works,,WS38:; WS39:,Low,,
8.7.11.3,8.7.11,8.7,Fuel bunds and the like to storage/retention tanks and vessels: details to be stated.,item/nr,35,Site works,,WS38:; WS39:,Low,,
8.7.11.4,8.7.11,8.7,"Protective compounds, fencing, storage racks associated with LPG installations and the like: details to be stated.",item/nr,36,Fencing,"1, 2",,Medium,fencing,
8.7.11.5,8.7.11,8.7,"Protective compounds, connected with transformer sub-stations and the like: details to be stated.",item/nr,35,Site works,,WS38:; WS39:,Low,,
8.7.11.6,8.7.11,8.7,"Bases for services equipment: details, including size, to be stated.",nr,32,"Furniture, fittings",5,,Medium,equipment,
8.7.11.7,8.7.11,8.7,Other builder's work in connection with external services: details to be stated.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.11.8,8.7.11,8.7,Testing of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.11.9,8.7.11,8.7,Commissioning of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.8.1.1,8.8.1,8.8,"Refurbishment of existing ancillary buildings: details, including GIFA (m2), to be stated.",item/nr,4,"Alterations, repairs and conservation",,WS8:; WS11:; WS14:,Low,,
8.8.1.2,8.8.1,8.8,Overhauling existing mechanical and electrical plant and equipment: details to be stated.,item/nr,38,Mechanical services,"1, 2, 3","WS32:5; WS39:1,2,3",Medium,"electrical, equipment, mechanical",
8.8.1.3,8.8.1,8.8,"Repairs to existing fences, railings, walls and screen walls: details to be stated.",nr/m,36,Fencing,"1, 2",WS4:10; WS14:1,High,"fence, repair, wall",
8.8.2.1,8.8.2,8.8,"Minor ancillary building - built: details, including GIFA (m2), to be stated.",nr,4,"Alterations, repairs and conservation",,WS8:; WS11:; WS14:,Low,,
8.8.2.2,8.8.2,8.8,Minor ancillary building - prefabricated/proprietary: details to be stated.,nr,4,"Alterations, repairs and conservation",,WS8:; WS11:; WS14:,Low,,
8.8.3.1,8.8.3,8.8,Underpinning to external site boundary walls and the like: details to be stated.,m,8,Underpinning,"1, 2, 3",WS14:1,High,"underpin, underpinning, wall",
9.1.1.1,9.1.1,9.1,Site accommodation,,1,Preliminaries,,,Low,,
9.1.1.1,9.1.1,9.1,,,1,Preliminaries,,,Low,,
9.1.1.2,9.1.1,9.1,Furniture and equipment,,32,"Furniture, fittings","1, 2, 5",,Medium,"equipment, furniture",
9.1.1.2,9.1.1,9.1,,,1,Preliminaries,,,Low,,
9.1.1.3,9.1.1,9.1,Telecommunication and IT systems,,1,Preliminaries,,,Low,,
9.1.1.3,9.1.1,9.1,,,1,Preliminaries,,,Low,,
9.1.2.1,9.1.2,9.1,Site records,,1,Preliminaries,,,Low,,
9.1.3.1,9.1.3,9.1,Handover requirements,,1,Preliminaries,,,Low,,
9.1.3.2,9.1.3,9.1,Operation and maintenance services,,1,Preliminaries,,,Low,,
9.2.1.1,9.2.1,9.2,Project specific management and staff,,1,Preliminaries,,,Low,,
9.2.1.1,9.2.1,9.2,,,1,Preliminaries,,,Low,,
9.2.1.2,9.2.1,9.2,Visiting management and staff,,1,Preliminaries,,,Low,,
9.2.1.2,9.2.1,9.2,,,1,Preliminaries,,,Low,,
9.2.1.3,9.2.1,9.2,Extraordinary support costs,,1,Preliminaries,,,Low,,
9.2.1.4,9.2.1,9.2,Staff travel,,1,Preliminaries,,,Low,,
9.2.1.4,9.2.1,9.2,,,1,Preliminaries,,,Low,,
9.2.2.1,9.2.2,9.2,Site accommodation,,1,Preliminaries,,,Low,,
9.2.2.1,9.2.2,9.2,,,1,Preliminaries,,,Low,,
9.2.2.2,9.2.2,9.2,Temporary works in connection with site establishment,,3,Demolitions,3,,Medium,temporary works,
9.2.2.3,9.2.2,9.2,Furniture and equipment,,32,"Furniture, fittings","1, 2, 5",,Medium,"equipment, furniture",
9.2.2.4,9.2.2,9.2,IT systems,,1,Preliminaries,,,Low,,
9.2.2.5,9.2.2,9.2,Consumables and services,,1,Preliminaries,,,Low,,
9.2.2.6,9.2.2,9.2,Brought in services,,1,Preliminaries,,,Low,,
9.2.2.6,9.2.2,9.2,,,1,Preliminaries,,,Low,,
9.2.2.7,9.2.2,9.2,Sundries,,1,Preliminaries,,,Low,,
9.2.3.1,9.2.3,9.2,Temporary water supply,,1,Preliminaries,,,Low,,
9.2.3.2,9.2.3,9.2,Temporary gas supply,,38,Mechanical services,14,,Medium,gas,
9.2.3.3,9.2.3,9.2,Temporary electricity supply,,1,Preliminaries,,,Low,,
9.2.3.4,9.2.3,9.2,Temporary telecommunication systems,,1,Preliminaries,,,Low,,
9.2.3.5,9.2.3,9.2,Temporary drainage,,1,Preliminaries,,,Low,,
9.2.4.1,9.2.4,9.2,Security staff,,39,Electrical services,15,,Medium,security,
9.2.4.2,9.2.4,9.2,Security equipment,,32,"Furniture, fittings",5,WS39:15,Medium,"equipment, security",
9.2.4.3,9.2.4,9.2,"Hoardings, fences and gates",,36,Fencing,"1, 2, 3",,Medium,"fence, gate",
9.2.5.1,9.2.5,9.2,Safety programme,,1,Preliminaries,,,Low,,
9.2.5.1,9.2.5,9.2,,,1,Preliminaries,,,Low,,
9.2.5.2,9.2.5,9.2,Barriers and safety scaffolding,,36,Fencing,4,,Medium,barrier,
9.2.5.3,9.2.5,9.2,Environmental protection measures,,1,Preliminaries,,,Low,,
9.2.6.1,9.2.6,9.2,"Surveys, inspections and monitoring",,1,Preliminaries,,,Low,,
9.2.6.2,9.2.6,9.2,Setting out,,1,Preliminaries,,,Low,,
9.2.6.3,9.2.6,9.2,Protection of works,,1,Preliminaries,,,Low,,
9.2.6.4,9.2.6,9.2,Samples,,1,Preliminaries,,,Low,,
9.2.6.5,9.2.6,9.2,Environmental control of building,,1,Preliminaries,,,Low,,
9.2.7.1,9.2.7,9.2,Generally,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.2,9.2.7,9.2,Tower cranes,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.2,9.2.7,9.2,,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.3,9.2.7,9.2,Mobile cranes,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.3,9.2.7,9.2,,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.4,9.2.7,9.2,Hoists,,40,Transportation systems,4,,Medium,hoist,
9.2.7.4,9.2.7,9.2,,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.5,9.2.7,9.2,Access plant,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.7.6,9.2.7,9.2,Concrete plant,,11,In-situ concrete,"1, 2, 3, 4, 5, 6",,Medium,concrete,
9.2.7.7,9.2.7,9.2,Other plant,,38,Mechanical services,"1, 2, 3",,Medium,mechanical,
9.2.8.1,9.2.8,9.2,Access scaffolding,,3,Demolitions,3,,Medium,temporary works,
9.2.8.1,9.2.8,9.2,,,3,Demolitions,3,,Medium,temporary works,
9.2.8.2,9.2.8,9.2,Temporary works,,3,Demolitions,3,,Medium,temporary works,
9.2.8.2,9.2.8,9.2,,,3,Demolitions,3,,Medium,temporary works,
9.2.9.1,9.2.9,9.2,Site records,,1,Preliminaries,,,Low,,
9.2.9.1,9.2.9,9.2,,,1,Preliminaries,,,Low,,
9.2.9.2,9.2.9,9.2,Web-based documentation management systems,,1,Preliminaries,,,Low,,
9.2.10.1,9.2.10,9.2,Testing and commissioning plan,,1,Preliminaries,,,Low,,
9.2.10.1,9.2.10,9.2,,,1,Preliminaries,,,Low,,
9.2.10.2,9.2.10,9.2,Handover,,1,Preliminaries,,,Low,,
9.2.10.2,9.2.10,9.2,,,1,Preliminaries,,,Low,,
9.2.10.3,9.2.10,9.2,Post-completion services,,1,Preliminaries,,,Low,,
9.2.11.1,9.2.11,9.2,Site tidy,,1,Preliminaries,,,Low,,
9.2.11.2,9.2.11,9.2,"Maintenance of roads, paths and pavings",,35,Site works,1,,Medium,"path, paving, road",
9.2.11.3,9.2.11,9.2,Building clean,,1,Preliminaries,,,Low,,
9.2.12.1,9.2.12,9.2,Fees,,1,Preliminaries,,,Low,,
9.2.12.2,9.2.12,9.2,Charges,,1,Preliminaries,,,Low,,
9.2.13.1,9.2.13,9.2,Temporary works,,3,Demolitions,3,,Medium,temporary works,
9.2.13.2,9.2.13,9.2,Multi-service gang,,1,Preliminaries,,,Low,,
9.2.14.1,9.2.14,9.2,Works insurances,,1,Preliminaries,,,Low,,
9.2.14.2,9.2.14,9.2,Public liability insurances,,1,Preliminaries,,,Low,,
9.2.14.3,9.2.14,9.2,Employer's (main contractor's) liability insurances,,1,Preliminaries,,,Low,,
9.2.14.4,9.2.14,9.2,Other insurances,,1,Preliminaries,,,Low,,
9.2.14.5,9.2.14,9.2,Bonds,,1,Preliminaries,,,Low,,
9.2.14.6,9.2.14,9.2,Guarantees,,1,Preliminaries,,,Low,,
9.2.14.7,9.2.14,9.2,Warranties,,1,Preliminaries,,,Low,,
11.1.1.1,11.1.1,11.1,Professional adviser.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.2,11.1.1,11.1,Project manager.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.3,11.1.1,11.1,Contract administrator.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.4,11.1.1,11.1,Employer's agent.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.5,11.1.1,11.1,Architect.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.6,11.1.1,11.1,Quantity surveyor/cost manager.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.7,11.1.1,11.1,Building services engineer(s).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.8,11.1.1,11.1,Structural engineer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.9,11.1.1,11.1,CDM co-ordinator.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.10,11.1.1,11.1,Interior designer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.11,11.1.1,11.1,Landscape architect.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.12,11.1.1,11.1,Infrastructure engineer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.13,11.1.1,11.1,Drainage engineer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.1.14,11.1.1,11.1,Construction/logistics/sequencing advisor.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.1,11.1.2,11.1,"Measuring surveyor (i.e. to carry out topographical survey of site; to verify ground levels/contours, physical features, existing boundaries, adjacent properties and site access).",% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.2,11.1.2,11.1,"Drainage and utilities surveyor (i.e. to trace and locate existing drainage and other services, both underground and above ground, on or near the site, including, water, electricity, telecommunications, data lines and oil/fuel pipelines; advising on extent of existing utilities).",% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.3,11.1.2,11.1,"Geotechnical engineer (e.g. trial pits, boreholes and borehole logs, geology of site, including underground workings, laboratory and soil tests, groundwater observation and pumping tests, and geophysical surveys).",% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.4,11.1.2,11.1,"Environmental consultant (e.g. environmental audits, contamination surveys for asbestos, methane, toxic waste, chemical waste and radioactive substances; and preparation and management of remediation strategy/action plan).",% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.5,11.1.2,11.1,Ecologist.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.6,11.1.2,11.1,Arboriculturist (i.e. to survey and provide advice on trees and the like).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.7,11.1.2,11.1,Party wall surveyor (i.e. to prepare party wall notices and awards/agreements).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.8,11.1.2,11.1,Rights of light surveyor (e.g. rights of light agreements).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.9,11.1.2,11.1,Asbestos consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.10,11.1.2,11.1,Acoustics consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.11,11.1.2,11.1,Facade consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.12,11.1.2,11.1,Facade access consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.13,11.1.2,11.1,Lift consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.14,11.1.2,11.1,Fire consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.15,11.1.2,11.1,Building control consultant.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.16,11.1.2,11.1,"Traffic consultant (e.g. to examine traffic records, take traffic count, advise on traffic patterns, carry out computer simulation of existing traffic flows, delay analysis and advise on noise levels).",% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.17,11.1.2,11.1,Invasive weeds specialist (e.g. to survey the site for Japanese Knotweed).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.18,11.1.2,11.1,Sustainability consultant (to advise on renewable technologies and sustainability issues).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.19,11.1.2,11.1,Archaeologist (e.g. to examine existing records and archaeological remains - desktop study).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.20,11.1.2,11.1,Environmental assessment method assessor (e.g. BREEAM or Code for Sustainable Homes).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.21,11.1.2,11.1,Facilities manager (e.g. to advise on operational and maintenance matters).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.22,11.1.2,11.1,Value engineering facilitator.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.23,11.1.2,11.1,Risk management facilitator.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.24,11.1.2,11.1,Building surveyor (i.e. to carry out structural/dilapidations survey of adjoining buildings; and carry out condition surveys).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.25,11.1.2,11.1,Unexploded devices consultant (e.g. to research and advise on possibility of unexploded bombs on site).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.26,11.1.2,11.1,Photographer (i.e. to carry out a photographic survey of the site).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.27,11.1.2,11.1,Specialist contractors/consultants (e.g. early advice on viability of ground source heating).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.2.28,11.1.2,11.1,Other specialist consultants (to be stated).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.3.1,11.1.3,11.1,Site investigation.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.3.2,11.1.3,11.1,Geotechnical investigation.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.3.3,11.1.3,11.1,Trial pits.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.3.4,11.1.3,11.1,Pile probing.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.3.5,11.1.3,11.1,Intrusive investigations for toxic or hazardous materials (e.g. for asbestos-containing materials).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.3.6,11.1.3,11.1,Other site investigations (to be stated).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.1,11.1.4,11.1,Planning consultant (i.e. to advise on planning matters and facilitate planning process).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.2,11.1.4,11.1,Political consultants (i.e. to assist with planning application).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.3,11.1.4,11.1,"Letting agents (e.g. advice on market needs, advice on design proposals and selling).",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.4,11.1.4,11.1,"Legal advice - property (e.g. to advise on ownership of site, restrictive covenants, easements, boundaries, party wall agreements, highway agreements, local authority agreements and air rights).",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.5,11.1.4,11.1,"Legal advice - construction (e.g. to advise on construction contracts, warranties, financial protection measures and the like).",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.6,11.1.4,11.1,Legal advice - environmental.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.7,11.1.4,11.1,"Tax specialist - (e.g. to advise on VAT, availability of capital allowances and recovery thereof, tax relief in respect of land remediation and other specialist tax matters).",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.8,11.1.4,11.1,Grants advice (e.g. to advise on availability of grants for construction works).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.1.4.9,11.1.4,11.1,Other specialist support consultants (to be stated).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.1,11.2.1,11.2,Project director.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.2,11.2.1,11.2,Project manager.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.3,11.2.1,11.2,Construction manager.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.4,11.2.1,11.2,Commercial manager.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.5,11.2.1,11.2,Quantity surveyors.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.6,11.2.1,11.2,Procurement manager.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.7,11.2.1,11.2,Planning/programming manager and staff.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.8,11.2.1,11.2,Design manager.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.9,11.2.1,11.2,Temporary works design engineers.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.10,11.2.1,11.2,Works package managers.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.11,11.2.1,11.2,Building services engineering managers/co-ordinators.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.12,11.2.1,11.2,Health and safety manager.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.13,11.2.1,11.2,Secretary/administrative support.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.1.14,11.2.1,11.2,Other pre-construction management and staff.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.2.1,11.2.2,11.2,Legal advice (i.e. solicitors).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.2.2,11.2.2,11.2,Specialist subcontractor advice/participation.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.2.3,11.2.2,11.2,"Geotechnical investigations, procured by main contractor as part of pre-construction services.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.2.4,11.2.2,11.2,"Site investigations, procured by main contractor as part of pre-construction services.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
